GP,W,L,W%,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,+/-
82,56,26,68.3,49.7,34.3,76.9,44.6,8.0,22.4,36.0,18.2,23.8,76.3,12.5,28.7,41.1,19.0,15.0,8.5,5.2,4.0,18.4,0.1,94.8,5.4
82,15,67,18.3,50.1,37.4,85.0,44.0,5.7,16.2,35.1,20.1,26.8,75.0,13.3,26.7,40.0,21.9,16.4,9.9,3.8,6.8,21.7,0.1,100.6,-7.3
82,54,28,65.9,49.8,36.4,77.3,47.1,7.2,16.9,42.8,18.8,24.2,77.7,11.1,28.0,39.1,24.6,14.7,7.3,4.3,4.1,19.9,0.2,98.9,1.9
82,69,13,84.1,49.6,40.0,84.4,47.3,6.4,17.1,37.3,16.8,22.5,74.7,15.1,30.0,45.1,26.1,13.5,8.7,4.0,3.5,18.4,0.2,103.1,10.8
82,42,40,51.2,50.2,33.0,72.8,45.3,5.9,15.7,37.6,15.6,21.6,72.3,11.1,26.3,37.4,20.9,14.5,8.0,3.8,4.3,21.1,0.2,87.5,1.8
82,24,58,29.3,49.9,34.3,78.7,43.6,5.2,16.0,32.6,16.8,23.4,71.7,12.7,27.6,40.3,20.3,16.1,8.0,4.3,5.3,20.5,0.2,90.6,-6.4
82,21,61,25.6,50.2,35.8,81.5,43.9,7.8,20.9,37.2,18.5,24.3,76.1,12.1,29.9,42.0,23.0,16.6,6.1,5.9,5.5,20.4,0.2,97.8,-6.3
82,54,28,65.9,49.9,34.5,74.3,46.4,7.1,18.3,38.8,18.1,24.3,74.5,10.5,27.9,38.4,19.0,12.7,7.7,3.5,3.4,18.6,0.2,94.2,5.2
82,30,52,36.6,50.1,36.5,80.1,45.6,5.9,16.6,35.3,20.7,26.6,77.8,13.2,27.5,40.8,22.2,17.2,7.5,4.4,4.8,20.2,0.1,99.6,-4.7
82,57,25,69.5,49.9,37.0,79.1,46.8,8.2,22.4,36.5,18.3,24.3,75.5,11.3,31.3,42.6,24.5,16.6,8.4,4.2,4.5,18.4,0.2,100.6,4.5
82,39,43,47.6,50.4,34.8,76.3,45.6,5.2,13.8,38.1,20.6,28.5,72.2,12.5,29.1,41.7,21.3,16.3,7.1,4.8,5.1,22.1,0.3,95.4,1.0
82,36,46,43.9,50.3,36.5,81.7,44.6,5.8,16.3,35.4,18.5,25.3,73.1,13.3,27.3,40.7,20.3,16.0,8.9,5.4,5.1,22.7,0.1,97.2,-2.4
82,56,26,68.3,50.3,36.8,81.0,45.4,6.7,18.3,36.7,19.7,28.4,69.2,13.3,29.4,42.8,22.5,14.9,9.0,7.0,4.7,20.7,0.1,100.0,4.3
82,61,21,74.4,50.0,34.4,76.0,45.3,8.3,22.7,36.4,17.7,24.7,71.9,11.7,29.3,41.0,21.2,15.9,7.9,5.4,4.8,21.2,0.3,94.8,5.5
82,33,49,40.2,49.7,36.2,76.9,47.1,4.0,11.2,35.2,19.0,25.7,74.1,11.6,27.6,39.2,19.6,15.7,7.7,4.2,4.8,21.6,0.1,95.3,-1.9
82,40,42,48.8,49.8,35.8,78.5,45.6,4.5,13.3,34.0,20.0,26.6,75.1,11.7,28.1,39.7,22.9,15.2,7.5,6.8,5.4,20.7,0.2,96.1,-1.5
82,26,56,31.7,49.7,36.5,86.5,42.2,5.9,16.7,35.3,18.3,24.8,74.0,17.2,29.0,46.2,21.0,15.7,8.3,5.9,6.3,21.2,0.2,97.2,-4.6
82,57,25,69.5,50.3,35.1,75.9,46.3,5.7,15.8,36.3,19.3,25.8,74.8,11.9,30.7,42.5,22.1,17.8,7.7,4.6,3.6,22.7,0.2,95.4,3.1
82,45,37,54.9,49.9,34.6,79.2,43.7,6.9,20.3,34.1,18.0,24.1,74.6,13.1,27.1,40.1,20.6,15.2,8.5,4.4,5.1,19.1,0.1,94.1,-0.4
82,22,60,26.8,49.7,36.6,83.5,43.8,5.3,16.5,31.9,21.7,29.9,72.5,15.5,28.7,44.2,20.7,17.5,8.3,4.8,6.0,19.9,0.1,100.2,-6.5
82,40,42,48.8,49.9,38.3,81.8,46.9,6.4,17.4,36.9,19.7,25.9,76.1,11.2,29.0,40.1,25.2,14.4,8.1,3.9,4.5,19.9,0.1,102.8,0.7
82,49,33,59.8,50.1,36.6,78.8,46.4,6.1,17.1,35.8,19.7,27.6,71.3,12.9,30.4,43.3,20.8,16.5,7.8,5.3,5.2,21.5,0.2,99.0,4.2
82,34,48,41.5,50.0,36.6,80.6,45.4,5.0,12.9,39.1,18.2,25.2,72.3,13.4,28.1,41.5,21.9,16.2,7.2,4.4,5.2,22.8,0.1,96.4,-3.4
82,20,62,24.4,49.7,34.5,77.9,44.2,4.6,14.4,32.0,16.9,23.5,71.9,13.4,26.0,39.4,20.3,15.2,7.9,5.3,5.5,19.9,0.2,90.4,-7.9
82,57,25,69.5,49.9,36.5,78.2,46.7,6.8,19.3,35.3,21.0,28.0,75.2,12.3,27.7,40.0,23.5,15.0,11.0,4.7,5.2,20.7,0.2,100.9,7.7
82,30,52,36.6,49.9,35.3,80.9,43.7,7.2,19.8,36.3,17.6,24.5,72.0,13.8,27.5,41.3,20.9,16.4,8.8,6.3,5.4,22.0,0.1,95.5,-3.1
82,64,18,78.0,50.3,38.2,75.8,50.4,4.1,11.0,37.0,22.7,29.5,76.9,10.8,29.4,40.2,26.8,15.4,9.1,5.1,4.5,22.6,0.2,103.1,8.8
82,14,68,17.1,49.7,34.4,78.7,43.7,5.4,15.5,34.9,15.0,21.1,70.9,12.5,26.3,38.8,22.7,15.9,8.0,5.7,5.6,20.0,0.1,89.2,-10.2
82,44,38,53.7,50.0,39.1,81.4,48.0,4.0,12.2,33.1,17.1,24.1,70.7,12.3,29.5,41.8,23.4,15.7,8.7,4.9,4.1,20.7,0.2,99.4,1.6
82,50,32,61.0,48.5,35.2,77.5,45.5,4.1,12.4,33.2,21.3,28.2,75.6,13.5,29.5,43.0,19.1,14.8,7.9,6.0,4.5,20.4,0.2,95.9,3.5
82,36,46,43.9,48.1,36.7,84.6,43.4,5.1,15.2,33.2,17.4,24.0,72.6,14.6,24.9,39.5,22.1,16.2,12.0,4.5,5.0,26.8,0.2,95.9,-2.6
82,51,31,62.2,48.2,36.2,77.4,46.8,4.2,11.0,38.3,20.0,26.7,75.1,12.0,28.5,40.6,23.7,15.2,8.4,3.8,4.5,21.4,0.3,96.6,2.0
82,62,20,75.6,48.4,37.4,82.9,45.1,3.8,11.7,32.3,18.2,24.5,74.3,15.2,29.7,44.9,23.8,14.4,8.5,4.3,4.3,20.6,0.2,96.7,7.1
82,47,35,57.3,48.4,34.4,75.7,45.4,3.6,9.8,37.2,20.2,26.7,75.6,11.6,28.4,40.1,23.1,17.3,9.9,5.1,5.5,23.6,0.1,92.5,2.7
82,20,62,24.4,48.6,35.1,82.4,42.7,5.1,14.4,35.7,16.0,21.2,75.3,12.3,27.8,40.1,18.7,14.4,7.9,5.7,4.6,20.0,0.2,91.4,-6.1
82,11,71,13.4,48.1,32.6,78.2,41.8,3.5,10.9,32.3,20.2,26.2,77.2,12.7,26.3,39.0,18.9,16.0,8.1,4.8,6.5,23.6,0.2,89.0,-11.8
82,37,45,45.1,48.7,34.9,77.7,44.9,3.6,11.4,31.2,20.8,27.9,74.5,12.7,28.5,41.2,19.5,14.6,8.3,4.2,4.7,21.9,0.2,94.2,1.6
82,19,63,23.2,48.4,34.7,83.9,41.3,2.3,8.5,27.2,16.6,23.3,71.0,15.7,30.2,45.9,20.8,16.7,7.6,5.5,5.8,22.7,0.1,88.3,-9.1
82,41,41,50.0,48.4,35.9,79.4,45.2,7.0,20.4,34.3,19.9,25.9,77.1,12.0,28.7,40.7,21.9,15.8,8.4,3.6,4.5,20.2,0.2,98.8,-0.8
82,58,24,70.7,48.4,35.6,75.9,46.9,4.9,12.5,39.0,19.9,26.0,76.4,10.7,28.6,39.3,23.0,14.2,7.9,4.5,4.5,22.7,0.1,96.0,6.1
82,17,65,20.7,48.2,35.7,81.6,43.8,6.4,17.9,35.8,18.0,25.0,72.3,12.7,27.8,40.4,18.7,16.1,7.6,5.6,5.0,22.3,0.1,95.9,-7.4
82,61,21,74.4,48.4,38.4,79.7,48.1,6.1,17.3,35.1,22.7,33.4,67.9,13.2,30.1,43.3,24.5,15.3,9.0,6.8,5.2,22.7,0.1,105.5,7.7
82,55,27,67.1,48.2,34.8,77.2,45.0,6.7,18.8,35.5,18.8,25.4,73.9,12.5,29.5,42.0,21.4,15.0,8.1,5.2,4.5,24.2,0.2,95.0,4.9
82,36,46,43.9,48.6,35.6,78.0,45.6,3.0,8.6,35.4,20.3,26.4,76.7,12.6,27.3,39.9,20.1,16.9,8.9,4.4,4.9,23.4,0.2,94.5,-1.9
82,45,37,54.9,48.7,38.5,83.5,46.1,3.7,10.6,34.7,20.4,27.5,74.3,13.0,29.6,42.6,25.2,13.9,7.8,5.2,5.0,22.9,0.3,101.1,0.7
82,43,39,52.4,48.5,37.3,84.5,44.1,3.8,11.4,33.1,21.3,28.7,74.4,16.4,26.1,42.5,20.5,14.4,9.5,3.8,6.3,23.4,0.3,99.6,1.6
82,43,39,52.4,48.4,34.9,78.1,44.7,4.7,13.9,33.5,17.1,22.1,77.2,11.9,29.7,41.6,21.8,15.2,7.7,3.4,3.8,23.7,0.3,91.5,2.5
82,41,41,50.0,48.4,33.8,78.7,42.9,3.6,11.1,32.3,18.9,26.1,72.6,14.4,26.9,41.2,20.7,15.3,7.9,5.4,4.7,19.7,0.2,90.1,-1.1
82,31,51,37.8,48.2,34.6,78.1,44.3,3.0,9.9,30.0,21.1,28.7,73.7,13.7,28.0,41.7,21.1,16.5,8.9,6.0,6.2,22.9,0.1,93.3,-2.4
82,56,26,68.3,48.7,38.3,81.8,46.8,5.3,14.8,35.6,17.8,23.8,74.9,12.1,29.9,42.0,25.9,15.1,9.2,5.2,3.9,21.5,0.2,99.6,5.2
82,46,36,56.1,48.4,35.2,78.0,45.1,4.0,12.8,30.9,20.0,27.1,73.7,13.2,30.8,44.0,21.5,16.9,7.1,5.7,5.4,22.7,0.2,94.3,1.4
82,27,55,32.9,48.1,36.1,81.5,44.2,3.5,9.8,35.1,17.6,25.6,68.7,13.3,28.1,41.4,22.4,15.5,7.3,5.1,5.7,22.1,0.0,93.1,-5.6
82,56,26,68.3,48.4,35.3,75.5,46.8,3.7,10.5,35.0,18.2,26.4,68.8,12.0,32.2,44.2,22.4,16.1,6.3,6.9,4.6,21.1,0.2,92.5,4.0
82,61,21,74.4,48.2,37.2,78.7,47.2,7.6,19.1,39.5,18.5,25.7,72.1,11.4,27.1,38.5,24.2,14.0,9.8,4.6,4.9,22.0,0.2,100.5,7.2
82,16,66,19.5,48.6,36.1,83.1,43.5,4.5,13.2,34.2,18.0,25.1,71.8,14.5,26.2,40.7,21.3,16.7,9.4,8.1,6.3,22.6,0.1,94.9,-9.3
82,62,20,75.6,48.2,36.5,74.5,49.0,3.0,8.2,37.2,24.9,32.2,77.3,11.7,29.3,41.1,25.2,15.4,7.9,5.0,5.2,23.9,0.3,101.0,6.5
82,19,63,23.2,48.4,36.7,80.1,45.8,4.0,11.0,36.2,19.3,26.2,73.9,13.2,28.2,41.4,23.9,17.1,7.5,4.3,6.6,22.1,0.2,96.6,-7.3
82,42,40,51.2,48.3,37.6,83.1,45.2,3.9,11.5,33.9,18.2,26.3,69.1,13.7,28.5,42.2,23.2,14.1,8.4,4.6,4.5,22.4,0.2,97.2,0.6
50,31,19,62.0,48.3,30.8,75.2,40.9,3.9,12.9,30.6,20.8,28.4,73.1,13.5,30.0,43.5,15.6,14.9,6.9,5.2,4.9,19.7,0.2,86.3,2.9
50,19,31,38.0,48.6,36.3,83.3,43.6,5.5,15.2,36.0,14.9,21.5,69.2,13.6,29.2,42.8,21.5,16.1,9.1,5.1,5.1,23.9,0.1,93.0,-1.9
50,26,24,52.0,48.6,33.4,74.4,44.9,5.4,14.7,36.5,20.7,27.7,74.7,9.6,29.9,39.5,22.2,15.9,8.9,4.9,4.6,22.0,0.1,92.9,-0.1
50,13,37,26.0,48.3,30.8,76.7,40.1,3.5,12.2,29.0,16.8,23.7,70.9,11.5,27.9,39.3,20.3,15.5,8.7,3.4,5.7,22.2,0.1,81.9,-9.5
50,22,28,44.0,48.2,31.2,71.2,43.9,3.6,10.7,34.1,20.3,27.1,74.9,9.4,26.3,35.8,21.9,15.7,9.0,4.1,5.6,24.2,0.1,86.4,-1.7
50,19,31,38.0,48.3,35.0,80.6,43.4,4.0,11.9,33.9,17.6,24.2,72.8,12.9,29.6,42.5,18.4,13.8,7.0,5.8,4.9,21.3,0.1,91.6,-2.4
50,14,36,28.0,48.1,33.6,79.8,42.1,6.0,18.4,32.8,20.2,26.5,76.2,12.9,27.8,40.8,19.4,14.8,7.5,5.5,5.5,22.9,0.1,93.5,-6.6
50,29,21,58.0,48.2,33.2,74.3,44.7,5.0,13.6,36.5,19.0,25.7,74.0,12.1,28.2,40.3,20.2,15.8,8.9,4.2,4.5,22.8,0.1,90.4,3.4
50,21,29,42.0,48.5,34.6,83.5,41.5,3.2,11.3,28.7,15.9,23.5,67.6,16.3,31.2,47.5,20.7,15.4,8.3,4.4,6.1,25.4,0.1,88.3,-2.5
50,31,19,62.0,48.3,35.1,76.0,46.2,6.7,18.3,36.8,17.3,23.7,72.9,10.7,30.8,41.5,21.2,16.2,7.7,5.2,4.9,19.2,0.1,94.2,2.3
50,33,17,66.0,48.4,34.6,77.3,44.8,5.9,16.0,36.8,19.5,24.6,79.6,11.5,29.0,40.5,20.1,13.0,6.3,4.5,4.8,21.6,0.2,94.7,3.7
50,9,41,18.0,48.5,34.2,80.1,42.7,4.3,13.4,32.0,17.7,24.5,72.1,13.3,25.9,39.2,16.4,15.9,8.5,4.7,5.8,24.5,0.1,90.4,-8.8
50,31,19,62.0,48.2,36.8,78.7,46.8,4.8,13.7,35.2,20.5,30.1,68.3,12.3,29.6,42.0,21.9,15.1,7.8,5.7,3.9,24.6,0.1,99.0,3.0
50,33,17,66.0,48.1,32.3,71.3,45.3,5.8,16.1,35.9,18.6,25.2,73.5,10.1,30.2,40.3,20.4,14.9,6.5,6.1,3.8,20.7,0.1,89.0,5.0
50,28,22,56.0,48.2,35.1,76.4,45.9,4.6,12.4,37.3,16.9,23.1,73.3,11.4,27.4,38.8,20.6,14.4,8.8,4.0,3.9,22.8,0.2,91.7,1.7
50,25,25,50.0,48.1,36.8,86.5,42.5,2.4,8.2,29.8,17.0,22.9,74.3,15.1,27.8,42.9,24.4,12.8,8.5,5.4,5.2,23.7,0.1,92.9,0.4
50,16,34,32.0,48.2,33.8,83.2,40.6,4.5,13.6,33.1,19.2,25.0,76.9,14.3,28.7,43.0,18.4,15.0,9.8,5.5,6.5,22.6,0.2,91.3,-3.8
50,27,23,54.0,48.4,32.2,74.1,43.5,4.2,11.8,35.3,17.8,24.4,73.2,11.0,30.2,41.2,19.3,16.1,7.9,5.2,4.3,22.8,0.2,86.4,1.0
50,33,17,66.0,48.2,33.7,78.9,42.8,4.5,13.5,33.0,17.5,25.0,70.0,13.8,28.9,42.7,21.3,16.4,9.9,4.3,4.8,18.7,0.1,89.5,2.6
50,28,22,56.0,48.6,33.1,77.7,42.6,2.0,7.4,26.4,21.5,29.7,72.2,14.6,28.6,43.1,18.7,16.4,10.8,5.4,5.3,23.0,0.1,89.7,2.1
50,27,23,54.0,48.2,35.9,80.1,44.9,5.2,14.0,37.2,18.5,24.3,76.0,12.0,28.4,40.3,25.0,13.6,8.9,4.0,4.1,20.4,0.1,95.6,2.3
50,35,15,70.0,48.7,34.9,79.1,44.2,4.9,13.5,36.4,20.0,27.0,74.3,12.9,31.4,44.3,21.5,15.4,8.2,5.8,4.9,22.5,0.2,94.8,6.4
50,27,23,54.0,48.8,38.4,86.1,44.5,5.8,18.9,30.8,17.7,25.9,68.3,14.1,31.5,45.6,22.6,16.8,8.9,4.6,4.4,20.3,0.2,100.2,-0.4
50,37,13,74.0,48.3,34.8,76.2,45.6,3.4,10.4,33.0,19.8,28.3,69.8,12.3,31.7,44.0,22.0,15.2,8.4,7.0,4.9,20.2,0.1,92.8,8.1
50,25,25,50.0,48.4,35.1,79.5,44.2,6.2,18.0,34.4,18.4,27.1,68.1,13.5,28.4,42.0,21.7,15.3,7.9,4.0,4.5,20.9,0.2,94.9,-1.1
50,23,27,46.0,48.3,33.2,78.8,42.1,4.5,13.2,34.1,20.2,26.6,76.0,14.2,28.9,43.2,20.7,16.0,8.8,6.4,5.2,22.8,0.2,91.1,-1.6
50,37,13,74.0,48.7,33.7,72.4,46.5,2.8,7.8,36.1,23.2,30.2,76.7,11.1,30.2,41.3,24.1,16.3,8.0,5.5,5.3,22.7,0.1,93.3,6.5
50,8,42,16.0,48.7,32.9,76.8,42.8,3.0,9.1,32.7,20.2,28.2,71.7,13.0,27.2,40.2,19.3,17.0,8.4,4.0,6.6,22.5,0.2,88.9,-8.7
50,18,32,36.0,48.2,35.4,79.4,44.5,3.6,11.6,30.9,16.9,24.0,70.5,11.9,28.1,40.0,21.3,14.7,7.9,3.9,4.2,23.0,0.1,91.2,-2.2
82,28,54,34.1,48.4,36.6,83.0,44.1,3.1,9.9,31.7,18.0,24.2,74.3,14.0,31.3,45.3,18.9,15.4,6.1,5.6,4.9,21.0,1.6,94.3,-5.4
82,35,47,42.7,48.1,37.2,83.9,44.4,5.1,15.4,33.1,19.8,26.5,74.5,13.5,29.5,43.0,21.2,15.4,9.7,3.5,5.8,27.1,2.3,99.3,-0.8
82,49,33,59.8,48.2,35.8,79.7,44.9,4.1,12.2,33.9,22.7,30.0,75.8,10.8,32.1,42.9,24.7,14.7,8.9,5.9,5.1,20.4,2.2,98.4,2.7
82,17,65,20.7,48.3,31.3,75.4,41.5,4.1,12.6,32.9,18.1,25.5,70.9,12.6,28.3,40.9,20.0,19.0,7.9,4.7,5.6,23.3,2.6,84.8,-9.4
82,32,50,39.0,48.4,36.3,82.1,44.2,4.2,11.2,37.3,20.2,26.9,75.0,12.3,30.5,42.8,23.7,17.4,8.7,4.4,6.1,27.1,3.0,97.0,-3.5
82,40,42,48.8,48.1,39.0,85.9,45.3,6.3,16.2,39.1,17.2,21.4,80.4,11.4,29.8,41.2,22.1,13.7,7.2,5.1,5.1,21.6,3.8,101.4,-0.6
82,35,47,42.7,48.4,37.3,84.3,44.2,5.7,17.0,33.6,18.7,25.8,72.4,13.1,31.6,44.7,23.3,15.6,6.8,7.5,5.6,23.9,2.5,99.0,-2.1
82,42,40,51.2,48.4,37.1,80.9,45.9,5.4,14.9,35.9,23.9,30.6,78.1,11.2,30.0,41.2,20.8,15.7,8.1,3.3,4.8,24.5,3.5,103.5,1.4
82,19,63,23.2,48.2,36.5,87.1,42.0,4.2,13.0,32.3,18.3,26.2,69.7,15.9,29.7,45.6,22.6,15.9,8.9,4.3,6.0,24.9,2.0,95.5,-8.3
82,34,48,41.5,48.4,36.6,81.3,45.0,7.1,19.8,35.8,19.2,26.2,73.3,12.3,31.5,43.8,21.6,17.4,7.5,5.3,5.3,20.3,1.8,99.5,-0.9
82,56,26,68.3,48.1,37.2,81.0,45.9,7.1,18.1,39.2,19.9,24.5,81.1,10.3,31.9,42.1,22.6,14.1,6.8,5.1,3.9,21.8,2.3,101.3,4.6
82,15,67,18.3,48.1,35.1,82.4,42.6,5.2,15.5,33.9,16.6,22.3,74.6,11.6,29.0,40.6,18.0,16.2,7.0,6.0,4.6,22.2,2.0,92.0,-11.5
82,67,15,81.7,48.3,38.3,83.4,45.9,4.2,12.8,32.9,20.1,28.9,69.6,13.6,33.4,47.0,23.4,13.9,7.5,6.5,4.2,22.5,2.5,100.8,8.5
82,52,30,63.4,48.4,36.3,78.8,46.0,5.4,14.7,37.1,16.4,22.3,73.6,11.2,31.9,43.2,23.5,15.0,7.1,6.4,4.4,23.7,2.1,94.4,3.1
82,42,40,51.2,48.4,38.7,83.3,46.5,4.8,13.0,36.9,19.0,24.2,78.6,12.4,28.9,41.3,22.6,15.0,8.2,4.6,4.1,24.6,2.2,101.2,0.2
82,50,32,61.0,48.5,39.3,84.3,46.7,3.0,8.7,34.6,16.8,21.6,78.0,12.4,30.1,42.5,26.9,13.9,7.6,5.4,4.2,23.3,2.3,98.5,2.5
82,31,51,37.8,48.4,36.3,83.9,43.3,5.8,16.8,34.7,19.5,24.9,78.4,12.7,28.2,40.9,20.6,13.6,8.8,4.8,5.7,23.3,2.4,98.0,-1.0
